,ID,age,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_MS,sex_M,famsize_LE3,activities_yes,higher_yes,internet_yes,romantic_yes
345,445,19,2,0,2,3,4,2,3,2,0,0,0,0,0,1,1,1,0
346,446,16,2,0,5,3,4,1,1,2,2,12,0,0,0,1,1,1,1
347,448,15,1,0,2,2,4,2,4,1,4,15,0,1,0,0,1,1,0
348,449,18,3,0,4,3,3,1,2,2,0,18,0,0,0,0,1,1,0
349,450,17,2,0,4,3,4,2,3,4,6,14,0,1,0,1,1,1,1
350,451,19,2,3,3,5,4,1,4,1,0,0,1,0,0,1,0,0,1
351,452,16,1,0,5,4,2,1,1,5,6,15,0,1,0,1,1,1,0
352,453,18,1,0,4,4,1,3,4,5,0,10,1,1,1,0,1,1,0
353,454,15,2,3,4,3,2,2,3,3,10,10,0,0,1,0,1,1,0
354,456,15,1,0,4,2,4,3,5,3,2,11,1,1,1,1,1,1,0
355,457,16,2,1,5,3,3,1,3,2,4,10,0,1,0,0,1,1,0
356,459,16,1,2,1,2,2,1,3,5,14,8,0,0,0,0,1,1,0
357,460,18,2,0,4,3,5,1,2,3,12,10,0,0,0,0,0,1,1
358,462,17,2,0,5,4,2,2,3,5,0,17,0,0,0,1,1,0,0
359,463,17,1,3,5,5,5,2,4,5,2,7,0,1,0,1,1,1,0
360,465,17,1,0,3,5,5,1,3,1,14,5,1,0,0,1,1,1,0
361,466,17,2,0,3,3,3,2,3,4,0,12,0,1,1,0,1,1,0
362,467,17,2,0,5,2,5,1,1,5,0,16,1,0,0,0,1,1,0
363,468,16,2,0,4,3,2,1,2,5,4,10,0,0,0,0,1,0,0
364,469,16,2,0,5,4,4,1,2,5,2,16,0,1,0,1,1,1,0
365,471,15,3,0,5,4,3,1,1,4,0,14,0,1,1,1,1,1,0
366,472,16,2,0,4,4,4,1,1,3,0,13,0,1,1,0,1,1,0
367,473,18,3,0,4,4,4,1,1,3,0,0,0,0,0,0,1,1,1
368,474,17,1,0,3,5,5,2,2,4,3,10,1,0,0,1,0,1,1
369,475,18,1,1,5,5,5,1,1,3,0,0,1,0,0,0,0,1,1
370,476,18,2,1,2,4,4,1,1,4,15,8,0,0,0,1,1,1,1
371,477,15,1,0,3,4,3,1,2,4,2,14,0,1,0,0,1,1,0
372,478,17,2,0,4,4,4,1,3,1,0,15,0,0,0,0,1,0,0
373,479,15,2,1,3,3,2,1,1,3,2,11,0,0,0,0,1,1,0
374,480,17,1,0,4,5,4,2,4,5,22,10,0,1,1,1,1,1,1
375,481,16,1,0,4,4,4,2,2,4,2,14,1,0,1,1,1,1,1
376,483,16,1,1,4,4,3,1,4,3,1,10,1,0,0,1,1,1,0
377,484,18,3,0,4,2,2,2,2,5,0,13,1,1,1,0,1,1,1
378,485,15,2,0,4,4,4,1,1,1,0,8,0,1,0,1,1,0,0
379,486,19,3,1,4,3,4,1,3,3,4,11,0,0,0,1,1,1,1
380,487,17,2,0,5,2,3,1,1,2,4,11,0,1,0,1,1,1,1
381,488,15,3,0,5,3,2,1,1,4,0,14,1,0,0,1,1,0,0
382,489,16,3,0,2,4,3,1,1,5,4,13,0,1,0,1,1,1,1
383,493,17,2,0,4,3,4,2,2,1,10,15,0,0,0,1,1,1,1
384,494,18,2,0,4,3,2,1,4,5,2,16,0,1,0,1,1,1,1
385,495,18,1,0,5,4,5,1,1,5,3,17,1,1,1,1,1,1,0
386,496,17,3,0,4,2,3,2,2,3,5,8,1,0,1,0,0,0,0
387,497,18,2,0,1,1,1,1,1,5,6,9,1,0,0,1,1,0,0
388,498,18,1,0,3,2,4,1,4,3,22,9,0,1,0,1,1,1,0
389,499,18,1,1,2,3,1,2,2,5,0,0,1,1,0,0,0,1,0
390,500,17,2,0,4,4,4,2,3,5,6,12,0,0,1,0,1,1,1
391,501,16,1,0,5,3,2,2,2,5,0,14,0,1,0,1,1,0,0
392,502,17,1,1,4,2,4,2,3,2,24,18,0,0,0,0,1,1,0
393,503,19,3,1,5,4,3,1,2,5,12,13,0,0,0,0,1,0,0
394,504,18,3,0,4,3,4,1,2,2,5,17,0,0,0,0,1,1,1
395,505,15,1,0,4,3,2,1,1,5,6,14,0,0,0,1,1,1,0
396,506,16,1,0,5,4,2,1,1,5,0,13,0,1,0,1,1,1,0
397,508,16,2,0,5,4,4,1,1,5,0,11,0,0,0,0,1,1,1
398,509,17,2,0,4,3,3,2,3,2,4,10,0,0,0,0,1,1,0
399,510,18,4,0,4,3,3,1,1,3,0,14,0,0,0,0,1,1,0
400,512,17,4,0,4,2,3,3,1,5,0,18,1,0,0,0,1,1,1
401,514,16,3,0,4,3,3,1,3,4,0,8,0,0,0,0,1,1,1
402,515,17,1,0,5,5,3,1,1,3,2,11,1,0,0,1,0,0,1
403,517,18,1,1,4,3,3,2,3,3,7,8,1,1,1,0,0,1,1
404,520,17,1,0,3,4,4,1,3,5,2,12,0,0,1,0,1,1,1
405,521,17,2,0,2,3,4,1,1,1,4,15,1,0,1,1,1,1,1
406,522,17,3,0,4,3,3,1,3,5,4,15,0,0,1,1,1,1,0
407,523,15,2,0,4,4,2,1,2,5,0,12,0,0,0,0,1,1,0
408,524,18,3,0,4,3,2,1,2,4,2,10,1,0,0,0,1,1,0
409,525,18,3,0,5,3,3,1,3,4,2,10,1,0,0,0,1,0,0
410,526,18,1,2,2,3,5,2,5,4,0,0,0,1,1,0,0,1,1
411,527,15,1,0,5,5,5,3,2,5,2,9,0,1,0,0,1,1,0
412,528,18,2,0,4,1,3,1,2,1,1,16,1,0,0,0,1,1,1
413,529,17,2,0,4,3,3,2,3,2,0,16,0,0,0,0,1,1,0
414,530,16,3,0,3,4,4,2,4,4,0,13,0,0,0,1,1,1,0
415,531,18,2,0,4,3,3,1,1,2,0,0,0,0,1,1,1,1,1
416,532,18,2,0,4,4,3,1,1,3,2,13,0,0,1,0,1,0,0
417,533,17,3,0,3,4,3,1,1,3,8,12,1,0,0,1,1,0,1
418,534,17,2,0,5,2,2,1,2,5,23,13,0,0,0,0,1,1,1
419,536,17,1,1,4,1,2,1,1,3,6,13,0,0,0,0,1,1,1
420,537,18,2,1,4,4,3,2,3,5,2,12,1,1,1,1,0,0,0
421,538,16,3,0,3,2,3,2,2,1,4,13,0,1,0,0,1,1,1
422,539,18,2,0,4,2,4,1,1,4,0,15,0,0,1,0,1,1,1
423,540,16,3,0,5,3,5,1,1,3,0,8,0,0,0,0,1,1,0
424,541,18,1,1,5,4,3,4,3,3,0,0,1,1,0,0,1,0,0
425,542,18,2,1,4,3,2,1,1,5,9,7,1,0,0,0,1,1,1
426,543,18,2,0,4,1,4,1,3,4,10,17,0,0,1,0,1,1,0
427,544,17,2,0,5,3,5,4,5,3,13,13,0,1,1,0,1,1,1
428,545,16,3,0,5,4,5,1,1,4,2,14,0,0,1,1,1,1,1
429,546,15,2,0,3,3,4,2,4,5,2,11,0,0,0,0,1,1,1
430,547,18,3,0,4,5,5,1,2,2,0,14,0,0,0,1,1,1,0
431,548,15,2,0,4,4,4,1,1,5,4,11,0,0,1,0,1,1,0
432,550,16,2,0,4,5,1,1,3,5,0,14,0,1,1,1,1,1,0
433,551,17,2,0,5,3,3,2,3,1,56,8,0,0,1,1,1,1,1
434,552,17,2,0,4,3,4,2,3,4,12,11,0,1,0,1,1,1,1
435,553,18,4,0,4,5,5,1,3,2,10,16,0,0,0,1,1,1,1
436,554,17,1,0,5,2,3,1,2,5,4,16,0,1,0,0,1,1,0
437,555,16,2,0,3,3,2,1,1,3,2,10,1,0,0,0,1,0,1
438,559,17,2,0,5,3,3,2,3,1,32,14,0,0,1,1,1,1,1
439,560,16,2,0,4,4,3,1,3,4,6,10,0,0,0,1,1,0,0
440,561,18,2,0,4,3,2,1,1,3,2,8,0,1,0,0,1,1,0
441,562,16,1,0,3,1,3,1,4,3,2,7,1,0,0,0,1,1,0
442,563,18,1,2,3,3,3,1,2,4,0,0,0,1,0,1,1,1,0
443,564,17,2,0,4,3,3,1,2,4,0,12,0,1,0,0,1,1,0
444,565,16,1,0,3,1,3,1,3,5,4,10,0,1,1,1,1,1,0
445,566,16,3,0,5,3,2,1,1,5,4,16,0,0,0,1,1,1,0
446,567,18,2,0,5,3,3,1,2,1,0,0,0,0,0,1,1,1,0
447,568,16,2,0,3,4,3,2,3,3,4,11,0,1,0,1,1,1,0
448,570,16,2,0,4,2,3,1,1,5,2,16,0,0,0,0,1,1,0
449,571,16,2,0,4,2,3,1,2,3,2,12,0,1,0,1,1,1,1
450,572,19,2,2,3,4,2,1,1,5,0,11,0,0,0,0,0,0,0
451,573,15,2,0,4,3,2,1,1,5,0,14,0,1,1,1,1,1,0
452,576,17,3,0,4,4,3,1,3,4,0,13,0,0,0,1,1,1,1
453,577,16,4,0,4,3,2,1,1,1,0,13,1,0,0,0,1,1,0
454,578,15,1,0,5,4,4,2,3,5,4,11,1,0,0,0,1,1,0
455,579,15,2,0,5,3,3,1,1,5,0,0,0,1,0,0,1,0,1
456,580,15,2,2,4,4,4,1,4,3,6,7,0,1,0,0,1,1,1
457,581,18,2,0,5,3,4,1,1,5,0,10,1,0,0,0,1,0,1
458,582,19,1,0,4,5,4,1,1,4,6,11,0,1,0,0,0,1,1
459,583,15,1,0,4,3,3,1,2,5,11,12,1,1,1,1,1,1,0
460,584,17,2,0,5,1,3,3,3,1,0,10,1,1,0,0,1,1,1
461,585,17,2,0,4,4,4,1,3,5,0,10,0,1,1,1,1,1,0
462,586,15,2,0,5,3,3,1,3,4,4,15,0,1,1,1,1,1,0
463,587,15,3,0,4,5,2,1,1,3,0,15,0,1,0,0,1,1,1
464,589,18,3,0,5,3,2,1,1,3,2,12,0,1,0,1,1,0,0
465,590,15,2,0,4,4,4,2,4,2,0,10,0,0,1,1,1,1,1
466,591,18,2,1,2,3,3,1,2,4,3,8,1,0,1,1,1,1,0
467,592,15,1,0,5,5,5,3,4,5,4,9,0,1,1,0,1,0,0
468,593,16,4,0,4,3,3,1,2,5,4,6,0,0,0,0,1,1,0
469,594,17,1,3,5,5,5,2,4,5,16,5,0,1,0,1,1,1,0
470,595,19,3,0,1,5,5,4,3,5,12,11,0,0,0,1,0,0,1
471,596,16,3,1,1,3,2,1,2,4,0,8,1,0,0,0,1,0,0
472,597,17,3,0,4,4,5,1,3,5,16,15,0,0,0,0,1,1,0
473,598,16,1,0,4,3,3,1,1,4,7,16,0,1,0,0,1,1,0
474,599,16,4,0,5,2,3,1,3,3,1,13,0,0,0,0,1,1,1
475,601,15,2,0,5,3,2,1,1,2,0,12,0,1,1,1,1,1,0
476,602,18,2,0,4,3,2,4,5,3,14,9,0,1,1,1,1,1,1
477,603,17,1,0,4,4,4,2,3,4,8,9,0,1,0,0,0,1,0
478,604,15,4,0,3,3,3,1,1,3,0,10,0,1,0,0,1,1,0
479,606,18,2,1,2,3,2,1,3,1,8,8,1,0,0,0,1,1,0
480,608,15,1,0,3,2,2,1,3,3,0,12,0,1,0,1,1,1,1
481,609,16,1,0,3,4,4,1,4,5,4,13,0,1,0,1,1,1,0
482,610,15,4,0,4,3,4,1,1,4,6,14,0,1,1,1,1,1,0
483,612,18,3,0,5,4,2,1,1,4,0,15,0,1,1,1,1,1,0
484,613,17,2,0,3,5,2,2,2,1,2,18,0,1,0,1,1,0,1
485,614,16,3,1,1,3,2,1,2,4,3,8,1,0,0,0,1,0,0
486,616,20,3,2,5,4,3,1,1,3,4,15,1,0,0,0,1,1,1
487,617,16,2,0,3,3,3,2,3,2,4,6,0,0,1,0,1,0,0
488,618,15,1,0,4,5,5,2,5,5,0,11,0,1,1,0,1,1,0
489,620,15,2,0,4,4,1,1,1,1,0,14,0,1,0,0,1,1,0
490,621,17,3,1,4,4,3,3,4,5,28,9,0,0,0,0,1,1,1
491,622,15,2,0,4,3,5,1,1,2,26,6,0,0,0,0,1,1,0
492,623,19,1,3,4,4,3,1,3,5,4,9,1,1,0,1,0,1,1
493,624,18,2,0,3,2,2,4,2,5,10,11,1,0,0,0,1,1,1
494,627,18,2,0,4,2,5,1,1,2,2,10,0,0,0,1,1,0,1
495,628,17,4,0,3,4,1,1,1,2,0,0,0,0,1,1,1,1,1
496,629,18,2,1,4,4,5,4,4,5,4,11,0,1,1,1,0,1,0
497,630,18,2,0,4,4,3,1,1,3,2,11,0,0,1,0,1,0,0
498,631,15,1,0,4,3,3,2,4,3,11,11,1,1,0,1,1,1,0
499,632,20,2,0,1,2,3,1,2,2,8,12,0,0,0,1,0,1,1
500,635,17,3,0,4,4,3,1,3,4,0,15,0,0,0,1,1,1,1
501,636,17,1,3,4,5,1,1,1,3,2,10,0,1,0,1,0,1,0
502,637,15,3,2,4,2,1,2,3,3,8,10,0,0,0,1,1,1,1
503,638,19,3,1,4,1,2,1,1,3,40,11,0,0,0,0,1,1,1
504,639,17,2,0,5,2,3,1,1,2,4,13,0,1,0,1,1,1,1
505,641,15,3,0,4,3,2,1,1,5,2,11,0,0,0,1,1,1,0
506,642,17,3,1,4,3,4,1,1,5,0,0,0,0,0,1,1,0,1
507,643,18,2,0,4,3,3,1,4,5,6,10,1,1,1,1,1,0,0
508,644,16,3,0,4,3,3,2,2,5,2,11,1,0,1,0,1,0,1
509,645,18,3,0,5,4,4,1,1,1,0,19,1,0,1,0,1,1,0
510,646,17,2,2,4,4,4,1,4,3,4,8,0,1,0,0,1,1,1
511,647,17,1,0,4,2,1,1,2,5,6,9,0,1,0,1,1,1,0
512,648,16,1,0,4,5,5,2,3,5,2,10,1,1,0,0,1,1,0
513,649,17,3,0,4,4,2,1,1,4,6,7,0,0,0,1,1,1,1
514,650,16,1,0,3,2,3,1,2,2,0,12,1,0,0,1,1,0,0
515,651,16,2,0,4,4,2,1,1,3,6,11,0,1,0,1,1,1,0
516,652,16,1,2,3,4,5,2,4,2,0,0,0,1,0,1,1,1,0
517,653,16,2,0,4,3,3,2,4,5,54,11,0,0,0,1,1,1,0
518,654,18,1,0,3,3,2,1,2,3,4,10,1,1,1,0,1,1,1
519,656,17,1,1,4,4,4,1,2,5,2,8,0,1,1,1,1,1,0
520,657,19,1,1,4,3,4,1,1,4,38,8,0,1,0,0,1,1,1
521,660,16,2,0,5,4,4,1,2,5,6,14,0,1,0,1,1,1,0
522,662,18,1,1,3,2,3,1,1,2,4,10,1,0,0,0,0,1,1
523,664,18,3,0,5,3,2,1,2,4,4,17,0,1,0,0,1,1,1
524,665,19,2,1,4,5,2,2,2,4,3,11,0,1,0,0,1,1,0
525,666,16,2,0,4,3,2,1,2,5,0,13,0,0,0,0,1,0,0
526,668,19,2,0,2,3,4,2,3,2,2,13,0,0,0,1,1,1,0
527,669,15,2,0,5,2,2,1,1,5,8,6,0,0,1,1,1,1,1
528,670,19,1,0,3,2,3,3,3,5,5,9,1,1,1,0,1,1,0
529,671,17,2,1,4,5,5,1,3,2,4,11,1,1,0,1,1,1,1
530,672,16,1,0,3,2,1,1,1,2,4,11,0,1,0,0,1,0,0
531,674,17,2,0,5,3,4,1,3,3,2,17,0,0,0,1,1,1,0
532,675,17,1,0,4,5,3,1,1,5,4,10,1,0,0,1,0,0,0
533,676,17,2,0,5,3,2,1,1,1,0,17,1,0,0,1,1,0,0
534,677,15,4,0,1,3,3,5,5,3,0,12,0,1,0,1,1,1,1
535,678,17,2,0,5,3,5,1,5,5,0,8,0,1,1,1,0,0,1
536,679,15,4,0,4,4,2,2,3,3,6,15,0,0,1,0,1,1,0
537,680,17,2,0,4,3,4,1,4,4,4,10,0,1,0,1,1,1,0
538,681,16,1,0,5,3,2,2,2,5,2,14,0,1,0,1,1,0,0
539,684,17,2,0,4,3,2,1,1,4,10,10,0,0,0,0,1,0,1
540,686,19,3,1,5,3,1,1,1,3,6,9,1,0,0,1,0,0,1
541,687,15,1,0,4,3,3,1,2,4,6,13,0,0,0,1,1,1,1
542,688,18,2,1,4,3,3,1,1,4,0,0,1,0,0,1,1,0,1
543,689,16,3,0,4,1,2,1,1,2,4,11,0,0,0,1,1,1,0
544,690,16,2,0,5,3,3,1,1,5,4,11,0,1,1,1,1,1,0
545,691,16,1,0,3,3,3,1,1,4,6,11,0,1,0,1,1,1,0
546,692,15,2,0,4,2,2,1,1,1,0,19,0,1,1,0,1,1,0
547,693,15,3,0,4,3,3,1,1,5,4,15,0,0,0,1,1,1,1
548,694,19,1,1,4,4,4,1,1,2,0,10,1,0,0,0,0,1,1
549,695,18,2,0,5,3,3,1,1,4,4,8,0,0,0,1,1,1,1
550,696,18,2,2,4,3,3,1,1,5,2,8,1,0,0,0,1,0,0
551,697,16,3,0,4,4,3,1,1,5,0,11,1,1,0,0,1,1,0
552,698,16,1,0,4,3,3,3,4,3,8,11,0,1,0,1,1,1,1
553,699,19,2,2,4,3,5,3,3,5,15,9,0,0,0,1,1,1,0
554,701,15,2,0,4,3,1,1,1,5,2,15,0,1,0,1,1,1,0
555,703,16,2,0,3,3,3,1,2,3,16,10,0,0,1,1,1,1,1
556,704,15,4,0,3,1,2,1,1,1,4,13,0,0,0,1,1,1,0
557,706,16,1,0,3,3,3,1,2,1,8,11,0,0,0,1,1,0,1
558,709,16,1,0,4,3,4,1,2,1,6,8,1,0,1,0,0,0,0
559,710,18,2,0,5,4,5,1,3,5,10,10,0,1,0,1,1,1,1
560,711,17,1,0,5,2,2,1,1,2,4,13,0,1,0,0,1,1,0
561,712,18,2,0,4,3,4,2,2,4,8,12,0,0,0,1,1,1,0
562,714,18,2,0,5,4,4,1,1,4,4,10,0,0,0,1,1,1,0
563,715,16,1,0,3,3,2,2,1,5,16,8,0,1,0,0,0,1,1
564,716,16,1,0,5,3,3,1,1,3,0,12,0,1,0,0,1,1,0
565,717,18,2,0,4,3,4,1,1,3,6,6,0,0,0,0,1,0,0
566,718,16,1,1,4,4,4,3,5,5,6,14,0,1,1,1,1,0,1
567,719,15,2,0,4,3,2,1,1,1,0,15,0,0,0,1,1,1,0
568,720,15,1,0,5,3,3,1,1,5,2,12,0,1,0,1,1,1,0
569,721,18,1,0,4,4,5,2,4,5,8,7,0,1,0,0,0,1,0
570,722,18,1,0,4,4,3,1,3,5,5,7,1,1,0,1,1,1,1
571,723,15,2,0,3,3,3,1,2,2,2,14,0,0,0,0,1,1,0
572,724,15,3,0,4,3,2,1,1,5,2,10,0,0,0,1,1,1,0
573,725,19,2,2,3,2,2,1,1,3,4,9,1,0,1,1,1,0,1
574,726,16,1,0,5,3,4,1,2,1,4,13,0,0,0,1,1,1,0
575,727,20,1,1,4,4,3,2,4,4,12,10,1,1,0,0,0,1,1
576,729,15,1,1,5,5,5,1,1,1,2,9,0,0,0,1,1,1,1
577,730,16,2,0,4,2,2,1,2,5,2,13,0,0,1,1,1,1,1
578,731,19,1,1,3,2,5,4,4,5,5,11,0,0,0,0,1,1,1
579,732,15,1,1,4,1,3,1,1,2,6,10,1,0,0,0,1,0,1
580,733,18,2,0,5,4,3,1,1,2,9,15,0,1,1,1,1,1,0
581,734,16,2,1,4,4,4,1,3,5,0,12,0,1,1,0,1,0,1
582,735,18,1,1,2,5,5,5,5,5,10,13,1,1,0,0,1,1,0
583,736,18,2,0,4,4,4,3,3,5,2,11,0,0,0,0,1,1,0
584,737,18,1,0,4,4,3,1,3,5,0,0,1,1,0,1,1,1,1
585,738,17,3,0,3,2,3,1,2,3,0,16,0,0,0,1,1,1,1
586,739,18,2,1,2,4,4,1,1,4,2,13,0,0,0,1,1,1,1
587,740,16,1,0,3,3,2,2,1,5,0,0,0,1,0,0,0,1,1
588,741,17,3,0,4,2,3,1,1,1,8,15,0,0,0,0,1,1,1
589,743,17,1,0,4,2,1,1,1,4,0,12,0,0,0,0,1,0,1
590,744,19,1,1,2,2,3,3,4,5,16,11,0,0,1,0,0,1,0
591,745,18,1,0,4,3,5,2,4,5,2,10,0,0,0,1,1,1,1
592,746,17,2,0,5,3,1,1,4,5,2,12,0,0,0,0,1,1,1
593,747,19,2,0,4,3,5,3,3,5,16,12,0,0,0,1,1,1,0
594,748,15,2,0,5,3,3,1,1,5,2,11,0,1,0,0,1,0,1
595,749,18,1,0,3,2,4,1,4,3,6,12,0,1,0,1,1,1,0
596,750,16,2,0,4,4,5,5,5,5,4,12,0,1,0,1,1,1,1
597,751,17,2,0,4,3,3,2,3,5,0,18,1,0,0,0,1,1,0
598,752,15,2,2,4,4,4,2,3,5,6,8,0,0,0,0,1,1,1
599,755,17,3,0,4,4,3,1,2,5,0,16,1,1,1,0,1,1,0
600,758,17,1,0,5,5,5,5,5,3,8,9,1,1,0,1,0,0,1
601,759,16,1,0,4,3,2,2,4,5,0,15,0,1,0,0,1,1,0
602,760,17,1,0,4,1,1,2,2,5,0,13,0,1,1,0,1,1,0
603,761,17,1,0,2,2,2,3,3,5,8,13,0,1,1,0,1,0,0
604,762,16,2,0,5,3,4,1,1,2,1,14,1,0,0,1,1,1,0
605,763,16,3,0,4,4,3,1,1,5,2,10,1,0,0,0,1,0,0
606,764,18,2,0,4,4,4,2,4,5,10,11,0,1,0,1,1,1,0
607,765,18,1,0,4,2,5,3,4,5,2,11,0,1,1,0,1,1,0
608,766,16,2,0,4,3,4,1,2,2,4,6,0,0,1,0,1,0,0
609,767,16,2,0,5,4,3,1,1,1,0,12,1,0,1,1,1,0,1
610,768,17,1,1,5,4,4,2,2,5,0,7,1,0,0,0,0,1,0
611,769,17,1,1,1,2,1,2,3,5,0,0,1,1,0,1,1,0,1
612,770,18,2,0,2,3,5,1,4,3,8,10,1,0,1,0,1,0,0
613,771,17,2,0,5,5,5,1,3,5,0,0,1,0,0,1,1,1,0
614,772,17,3,0,3,3,3,2,3,2,0,15,0,0,1,0,1,1,0
615,773,16,2,1,4,4,4,2,3,5,2,12,1,0,0,1,1,0,0
616,775,19,3,0,5,4,5,1,1,1,0,13,1,0,1,0,1,1,1
617,776,16,2,0,4,3,3,2,3,4,0,13,0,0,1,0,1,1,0
618,777,17,1,3,4,5,1,1,1,3,0,10,0,1,0,1,0,1,0
619,778,17,1,1,4,4,4,1,2,5,0,10,0,1,1,1,1,1,0
620,780,16,2,0,3,3,4,1,1,4,0,13,0,0,0,0,1,1,0
621,781,18,2,0,3,2,4,2,4,4,10,10,0,1,1,0,1,1,0
622,782,16,2,0,4,3,5,1,1,5,0,12,0,0,0,0,1,0,1
623,783,15,1,0,5,3,3,1,1,5,4,14,0,1,0,1,1,1,0
624,785,17,1,0,4,4,5,5,5,4,8,10,0,1,0,0,1,1,0
625,786,15,2,0,4,5,4,1,1,1,4,12,1,0,0,0,1,1,1
626,787,16,2,0,5,3,3,1,1,5,2,13,0,1,1,1,1,1,0
627,788,17,2,0,4,2,5,1,2,5,0,11,0,0,0,1,1,1,0
628,789,16,2,1,3,1,2,1,1,5,12,10,0,0,0,1,1,1,0
629,790,19,2,1,4,4,4,1,1,3,20,13,0,1,0,1,1,1,1
630,791,19,2,1,4,2,2,1,2,1,22,11,0,0,1,0,1,1,1
631,792,18,4,0,4,5,5,2,4,5,0,12,0,1,1,1,1,1,0
632,793,15,2,0,2,3,4,2,4,1,6,11,0,0,0,0,1,0,1
633,794,15,2,0,3,2,3,1,2,1,0,14,0,0,0,0,1,1,0
634,795,18,1,0,4,4,3,2,2,5,4,10,1,0,0,1,1,1,1
635,797,18,3,0,5,4,3,2,3,1,4,17,0,0,0,0,1,1,1
636,798,19,2,0,4,3,3,1,1,5,0,11,0,0,0,0,1,1,0
637,799,19,2,0,4,3,1,1,1,1,4,14,0,1,1,0,1,1,0
638,800,18,3,0,5,3,2,1,2,4,9,16,0,1,0,0,1,1,1
639,801,18,1,3,5,2,5,1,5,4,6,10,0,0,0,1,1,0,0
640,802,17,1,0,5,4,5,1,2,5,22,6,0,1,0,0,1,1,0
641,803,15,3,0,5,2,2,1,1,4,4,12,0,0,0,1,1,1,0
642,804,17,1,2,3,3,2,2,2,5,0,0,0,1,1,1,0,1,1
643,805,16,2,0,1,3,2,1,1,1,10,13,0,0,0,1,1,1,1
644,806,18,3,0,5,4,5,2,3,5,0,9,0,1,0,0,1,1,1
645,807,15,1,0,3,2,2,1,3,3,2,12,0,1,0,1,1,1,1
646,808,18,2,0,5,4,3,3,4,2,1,14,1,0,1,1,1,1,0
647,809,17,2,0,4,5,5,1,3,2,14,9,0,1,0,1,1,1,1
648,810,18,1,0,1,4,2,2,2,1,5,16,0,1,1,0,1,1,1
649,811,16,2,0,4,5,1,1,3,5,2,16,0,1,1,1,1,1,0
650,812,19,4,0,4,3,3,1,2,3,4,12,0,0,0,1,1,1,0
651,813,17,2,0,4,1,2,2,2,1,0,13,1,1,0,0,1,1,0
652,815,15,2,1,4,4,4,1,1,3,2,7,0,0,0,1,1,1,0
653,817,15,2,0,4,4,3,1,1,2,2,14,0,1,0,1,1,0,0
654,819,15,1,0,4,3,3,1,3,5,2,14,0,1,1,1,1,1,0
655,820,18,2,1,4,3,3,1,1,3,18,10,0,0,1,0,1,1,0
656,821,17,1,0,4,4,2,2,4,5,0,12,0,1,0,0,1,1,0
657,822,17,2,0,3,3,3,1,3,3,10,14,0,0,0,0,1,1,1
658,825,17,2,0,3,3,1,1,2,4,18,14,0,0,0,0,1,1,1
659,826,16,2,0,1,2,4,2,2,1,8,10,1,0,1,1,1,1,0
660,827,16,2,0,5,4,4,2,4,5,2,10,0,1,1,1,1,1,0
661,829,20,2,2,5,5,4,4,5,4,11,9,1,1,1,0,1,0,0
662,830,16,3,0,5,1,3,2,2,3,0,10,1,1,1,0,1,0,0
663,831,21,3,2,3,3,2,1,1,5,0,12,0,0,1,1,1,1,0
664,834,17,2,0,4,4,2,5,5,4,4,13,0,1,1,1,1,1,1
665,835,15,2,0,5,3,2,1,1,1,0,11,0,0,1,1,1,1,1
666,836,16,1,0,5,4,3,2,4,4,6,8,1,1,0,1,1,1,1
667,837,17,1,0,3,3,3,1,4,3,4,13,0,0,0,0,1,0,0
668,838,17,1,0,2,4,5,3,4,2,6,10,1,1,1,0,1,1,0
669,839,16,2,0,4,4,5,1,1,4,4,9,0,0,1,1,1,1,0
670,841,16,2,0,2,4,4,2,3,4,0,16,0,0,0,1,1,0,0
671,842,15,1,0,4,2,2,1,2,5,8,12,0,1,0,0,1,1,0
672,843,16,2,0,4,4,2,1,1,3,0,14,0,0,0,0,1,1,1
673,845,15,3,0,3,2,2,1,1,5,0,14,0,0,0,1,1,1,1
674,846,18,1,0,4,4,3,2,2,5,7,6,1,0,0,1,1,1,1
675,847,15,4,1,3,1,2,1,1,1,2,10,0,0,0,1,1,1,0
676,848,16,1,1,4,5,2,1,1,2,16,12,0,1,0,1,0,0,0
677,849,19,2,1,4,3,3,1,1,3,4,9,1,0,0,0,1,1,1
678,850,18,4,0,5,2,2,1,1,3,1,12,0,0,1,1,1,0,0
679,851,18,2,1,3,2,4,2,4,4,13,8,0,1,1,0,1,1,0
680,852,18,1,2,3,2,5,2,5,5,4,6,0,1,0,0,0,1,0
681,853,17,3,0,4,3,4,2,5,5,2,17,0,0,0,1,1,1,0
682,854,18,4,0,4,4,4,1,1,4,6,14,0,0,0,1,1,0,0
683,855,17,2,0,4,4,4,4,5,5,16,12,0,1,0,1,1,1,0
684,856,17,2,0,2,1,1,1,1,3,2,11,0,0,0,1,1,0,0
685,857,18,4,0,5,3,3,1,1,1,7,17,0,0,1,0,1,1,0
686,858,16,3,0,3,2,3,1,2,2,10,14,0,0,0,1,1,1,0
687,860,16,3,0,4,3,3,1,3,4,2,11,0,0,0,0,1,1,1
688,862,16,1,0,4,4,4,2,4,5,4,11,1,1,1,0,1,0,0
689,864,17,2,0,5,3,3,1,1,3,0,9,0,0,0,1,1,1,0
690,865,16,2,0,4,3,1,1,1,3,0,13,1,1,0,1,1,0,1
691,869,17,2,0,5,1,3,1,1,5,0,11,1,0,0,0,1,0,0
